-3.4000,-0.6100,2.738
-3.1100,3.8500,0.3666666666666665
-0.1200,-2.7200,0.44266666666666676
0.0800,-0.5300,-0.7793333333333332
0.2000,-3.8600,0.6546666666666665
-0.2800,1.4300,-1.334
3.2500,-2.9100,-2.8386666666666662
-3.7000,3.7100,1.022
3.9300,0.1500,-4.946666666666667
-1.8200,-1.3300,1.4940000000000002
-1.3700,-3.4700,2.042666666666667
-1.3800,-1.9900,1.3619999999999999
0.0900,3.6700,-2.7493333333333334
-0.0600,-3.3100,0.6579999999999999
-3.4600,-1.2000,3.0733333333333333
0.7400,-3.2000,-0.19333333333333313
0.5100,3.5700,-3.1226666666666665
-0.4900,2.4600,-1.6046666666666667
3.8000,3.6600,-6.454666666666666
1.3500,-0.3400,-2.1380000000000003
-1.5300,0.8200,0.20066666666666672
-0.8500,0.5300,-0.34400000000000003
-0.1500,2.4700,-1.9493333333333334
0.1100,1.6200,-1.8126666666666669
-0.4300,-0.1400,-0.45133333333333325
2.1100,2.4000,-4.176666666666667
3.8400,-1.9000,-3.8999999999999995
2.9100,2.6600,-5.098000000000001
-2.0500,3.0800,-0.3340000000000003
0.4800,3.4200,-3.022666666666667
0.0800,2.4500,-2.17
-3.0100,-1.6100,2.8146666666666667
0.1900,-1.9200,-0.2406666666666667
1.4600,3.6800,-4.1240000000000006
1.4600,3.4700,-4.026
2.8800,-2.6200,-2.604
2.3500,1.9600,-4.211333333333333
0.7000,1.2500,-2.23
2.8300,2.8100,-5.088
-2.7900,-1.2800,2.4406666666666665
-3.9200,-2.6900,4.228666666666666
2.5700,-0.8600,-3.115333333333333
3.4400,-0.0500,-4.363333333333333
-2.4400,-0.9600,1.9413333333333331
2.3100,-0.3900,-3.074666666666667
-0.3800,3.5400,-2.2186666666666666
1.7400,2.3200,-3.769333333333333
1.9500,0.6200,-3.186
2.0800,1.9500,-3.936666666666667
2.8800,-2.4200,-2.6973333333333334
2.4700,0.6200,-3.7060000000000004
2.5900,-2.8900,-2.1879999999999997
0.9500,0.9200,-2.3259999999999996
0.2700,2.3300,-2.3040000000000003
1.0500,-1.1200,-1.4739999999999998
3.9600,3.1800,-6.390666666666666
-1.3200,-3.0800,1.8106666666666666
-0.6300,-1.7200,0.486
-3.2400,-3.0200,3.7026666666666666
1.3500,3.0000,-3.6966666666666668
2.5400,2.0000,-4.42
-3.3000,-2.6500,3.59
-0.2100,0.4200,-0.9326666666666668
-2.4000,-0.3500,1.6166666666666665
-0.9500,-0.5100,0.24133333333333332
2.7800,1.4500,-4.403333333333333
-2.6000,-1.6700,2.4326666666666665
-2.6800,3.4400,0.1280000000000001
1.4500,-0.7900,-2.0279999999999996
-1.6400,-0.1900,0.7819999999999999
